epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,4138.34,0.73363,0.5574,1.20508,0.89327,0.84575,0.92271,0.69712,0.7449,0.46871,1.27456,0.00552025,0.00552025,0.00552025
183,4160.98,0.73688,0.55807,1.20541,0.8826,0.85171,0.92241,0.69751,0.74444,0.46874,1.27421,0.0054955,0.0054955,0.0054955
184,4183.62,0.73509,0.55393,1.20185,0.85262,0.88177,0.92195,0.69645,0.74398,0.46919,1.27432,0.00547075,0.00547075,0.00547075
185,4206.26,0.73671,0.56067,1.20591,0.85891,0.87704,0.92135,0.69613,0.74422,0.46891,1.27489,0.005446,0.005446,0.005446
186,4228.91,0.73088,0.54899,1.20241,0.86043,0.87374,0.92152,0.69666,0.7439,0.46866,1.27534,0.00542125,0.00542125,0.00542125
187,4251.5,0.72923,0.55326,1.20369,0.86182,0.87183,0.9231,0.69805,0.74331,0.46759,1.27515,0.0053965,0.0053965,0.0053965
188,4274.1,0.72494,0.55191,1.19735,0.86341,0.87198,0.92333,0.69805,0.74334,0.46837,1.27547,0.00537175,0.00537175,0.00537175
189,4296.76,0.72023,0.54596,1.19801,0.86361,0.87144,0.92235,0.697,0.74276,0.46789,1.27548,0.005347,0.005347,0.005347
190,4319.38,0.7218,0.54994,1.19269,0.86902,0.86122,0.92218,0.69561,0.74247,0.46681,1.27517,0.00532225,0.00532225,0.00532225
191,4342.05,0.71954,0.55613,1.19618,0.87637,0.85785,0.92183,0.69601,0.74218,0.46629,1.27545,0.0052975,0.0052975,0.0052975
192,4364.68,0.72831,0.55506,1.19979,0.86288,0.87039,0.92234,0.69585,0.74187,0.4662,1.27531,0.00527275,0.00527275,0.00527275
193,4387.31,0.72371,0.5488,1.19814,0.85317,0.88153,0.92308,0.69701,0.74194,0.46635,1.27557,0.005248,0.005248,0.005248
194,4409.93,0.71907,0.54658,1.19468,0.85404,0.87996,0.92484,0.6964,0.74215,0.46559,1.27598,0.00522325,0.00522325,0.00522325
195,4432.61,0.71778,0.544,1.19496,0.85646,0.88148,0.92583,0.69694,0.74191,0.46443,1.27604,0.0051985,0.0051985,0.0051985
196,4455.26,0.70942,0.53664,1.18388,0.85433,0.88261,0.92616,0.69923,0.74153,0.46363,1.27608,0.00517375,0.00517375,0.00517375
197,4477.96,0.71854,0.53989,1.18978,0.8541,0.88319,0.92611,0.69942,0.74091,0.46331,1.27565,0.005149,0.005149,0.005149
198,4500.59,0.71765,0.53571,1.19092,0.85317,0.88274,0.9258,0.69891,0.74085,0.46292,1.27584,0.00512425,0.00512425,0.00512425
199,4523.27,0.71267,0.54135,1.18769,0.85467,0.88224,0.92588,0.69966,0.7404,0.46277,1.27547,0.0050995,0.0050995,0.0050995
200,4545.91,0.71634,0.54215,1.19024,0.85508,0.88212,0.92659,0.70076,0.73988,0.46301,1.27547,0.00507475,0.00507475,0.00507475
201,4568.59,0.71277,0.53739,1.18678,0.85465,0.88367,0.92602,0.69769,0.73959,0.46248,1.27547,0.00505,0.00505,0.00505
202,4591.27,0.7074,0.53448,1.18539,0.85145,0.88636,0.92615,0.69783,0.73928,0.46241,1.27516,0.00502525,0.00502525,0.00502525
203,4613.9,0.70941,0.53355,1.18303,0.85173,0.88647,0.9259,0.69861,0.73946,0.46163,1.27581,0.0050005,0.0050005,0.0050005
204,4636.52,0.70697,0.53416,1.18983,0.85166,0.88607,0.92612,0.69889,0.73923,0.46181,1.2756,0.00497575,0.00497575,0.00497575
205,4659.17,0.70471,0.53425,1.18743,0.85208,0.88662,0.92632,0.69947,0.73855,0.46125,1.27513,0.004951,0.004951,0.004951
206,4681.82,0.6979,0.51961,1.18059,0.85237,0.88667,0.92655,0.70026,0.73819,0.46092,1.27489,0.00492625,0.00492625,0.00492625
207,4704.4,0.70313,0.53123,1.18199,0.85206,0.88688,0.92697,0.7011,0.73808,0.46053,1.27481,0.0049015,0.0049015,0.0049015
208,4727.08,0.69691,0.52258,1.17632,0.85384,0.88593,0.9269,0.70001,0.73782,0.46003,1.27473,0.00487675,0.00487675,0.00487675
209,4749.71,0.69646,0.52011,1.17255,0.85366,0.88598,0.92784,0.69996,0.73721,0.46018,1.27408,0.004852,0.004852,0.004852
210,4772.41,0.69434,0.52105,1.17313,0.85376,0.88599,0.92786,0.70132,0.73756,0.45968,1.27455,0.00482725,0.00482725,0.00482725
211,4795.08,0.69989,0.52489,1.17844,0.85609,0.88539,0.92864,0.70207,0.73767,0.45992,1.27448,0.0048025,0.0048025,0.0048025
212,4817.68,0.70908,0.5417,1.19143,0.85676,0.88553,0.92871,0.70202,0.73798,0.45947,1.27476,0.00477775,0.00477775,0.00477775
213,4840.34,0.69084,0.51938,1.18019,0.85732,0.88537,0.92866,0.70219,0.73805,0.4587,1.27471,0.004753,0.004753,0.004753
214,4863.02,0.70099,0.52527,1.18171,0.85676,0.88535,0.92879,0.70085,0.73795,0.45874,1.27459,0.00472825,0.00472825,0.00472825
215,4885.63,0.6957,0.51826,1.18034,0.85566,0.88597,0.92855,0.70172,0.73803,0.45833,1.27463,0.0047035,0.0047035,0.0047035
216,4908.22,0.69681,0.5221,1.17597,0.85561,0.88656,0.92878,0.70346,0.73771,0.45815,1.27423,0.00467875,0.00467875,0.00467875
217,4930.84,0.68777,0.51854,1.1732,0.85487,0.88676,0.92906,0.70407,0.73742,0.45753,1.27371,0.004654,0.004654,0.004654
218,4953.46,0.68593,0.51776,1.17266,0.85434,0.88678,0.92887,0.70307,0.73712,0.45803,1.27358,0.00462925,0.00462925,0.00462925
219,4976.1,0.69548,0.52043,1.17719,0.85385,0.8869,0.92893,0.70294,0.73682,0.45841,1.27313,0.0046045,0.0046045,0.0046045
220,4998.72,0.68572,0.51322,1.16896,0.85366,0.88662,0.92889,0.70301,0.73641,0.45773,1.27242,0.00457975,0.00457975,0.00457975
221,5021.34,0.67516,0.51065,1.16451,0.85319,0.88675,0.92899,0.70312,0.73614,0.45751,1.27217,0.004555,0.004555,0.004555
222,5043.98,0.69167,0.5171,1.17741,0.90706,0.82868,0.92911,0.70278,0.73608,0.45671,1.27211,0.00453025,0.00453025,0.00453025
223,5066.6,0.6829,0.5096,1.17018,0.90819,0.82823,0.92899,0.70353,0.73575,0.45686,1.27152,0.0045055,0.0045055,0.0045055
224,5089.23,0.6865,0.50714,1.17248,0.9102,0.82818,0.92911,0.70374,0.73551,0.45667,1.27116,0.00448075,0.00448075,0.00448075
225,5111.86,0.68809,0.50905,1.17041,0.91943,0.82892,0.9289,0.70349,0.73545,0.45583,1.27079,0.004456,0.004456,0.004456
226,5134.47,0.67592,0.4994,1.16601,0.91731,0.82956,0.92904,0.70533,0.73535,0.45549,1.2707,0.00443125,0.00443125,0.00443125
227,5157.12,0.68152,0.50062,1.16557,0.91339,0.83135,0.92899,0.70583,0.73526,0.45515,1.27039,0.0044065,0.0044065,0.0044065
228,5179.77,0.68893,0.51328,1.1666,0.91206,0.83208,0.92909,0.70525,0.73487,0.45478,1.27007,0.00438175,0.00438175,0.00438175
229,5202.38,0.68299,0.50254,1.16518,0.91608,0.83141,0.92912,0.70439,0.73461,0.45487,1.26992,0.004357,0.004357,0.004357
230,5225.01,0.67051,0.50459,1.16151,0.91935,0.8317,0.92921,0.70445,0.7343,0.45466,1.26959,0.00433225,0.00433225,0.00433225
231,5247.67,0.67725,0.50271,1.16395,0.92041,0.8329,0.92923,0.70451,0.73386,0.45411,1.26907,0.0043075,0.0043075,0.0043075
232,5270.29,0.67105,0.49972,1.16044,0.91978,0.83354,0.92929,0.70518,0.7336,0.45412,1.26878,0.00428275,0.00428275,0.00428275
233,5292.94,0.67415,0.50503,1.15916,0.91724,0.83384,0.92923,0.70683,0.7333,0.45435,1.26854,0.004258,0.004258,0.004258
234,5315.62,0.66671,0.49326,1.16129,0.92247,0.83077,0.92936,0.70664,0.73296,0.45439,1.26795,0.00423325,0.00423325,0.00423325
235,5338.24,0.66893,0.4901,1.15335,0.91989,0.83171,0.92934,0.70754,0.73291,0.45447,1.26775,0.0042085,0.0042085,0.0042085
236,5360.85,0.66541,0.49683,1.15812,0.9159,0.83231,0.92928,0.70821,0.73233,0.45379,1.26732,0.00418375,0.00418375,0.00418375
237,5383.47,0.6703,0.49738,1.15926,0.91028,0.83333,0.92927,0.70832,0.732,0.45366,1.26671,0.004159,0.004159,0.004159
238,5406.13,0.66702,0.48966,1.15789,0.91544,0.83373,0.9292,0.70627,0.73173,0.45379,1.26652,0.00413425,0.00413425,0.00413425
239,5428.74,0.66616,0.49914,1.15602,0.9082,0.83411,0.9291,0.70648,0.73134,0.45364,1.2662,0.0041095,0.0041095,0.0041095
240,5451.35,0.66506,0.49437,1.15275,0.9091,0.83417,0.92895,0.70629,0.73107,0.45402,1.26619,0.00408475,0.00408475,0.00408475
241,5473.98,0.66381,0.48871,1.15388,0.90895,0.83432,0.92908,0.70757,0.73082,0.45405,1.26557,0.00406,0.00406,0.00406
242,5496.59,0.67091,0.49049,1.16038,0.91052,0.83439,0.929,0.70791,0.73043,0.45352,1.2652,0.00403525,0.00403525,0.00403525
243,5519.19,0.65292,0.48273,1.15015,0.9122,0.83444,0.92889,0.7063,0.73022,0.45368,1.26475,0.0040105,0.0040105,0.0040105
244,5541.82,0.65664,0.48797,1.14698,0.9121,0.83468,0.92889,0.70794,0.72997,0.45376,1.26436,0.00398575,0.00398575,0.00398575
245,5564.52,0.65964,0.48697,1.15238,0.91596,0.83352,0.92859,0.70765,0.72969,0.45409,1.26419,0.003961,0.003961,0.003961
246,5587.08,0.66246,0.49592,1.1535,0.91668,0.83365,0.92832,0.70777,0.72937,0.45371,1.26379,0.00393625,0.00393625,0.00393625
247,5609.65,0.65558,0.48266,1.151,0.91698,0.83354,0.92843,0.70729,0.72908,0.4538,1.26353,0.0039115,0.0039115,0.0039115
248,5632.26,0.6644,0.48576,1.15578,0.91966,0.83237,0.92841,0.70656,0.72917,0.45375,1.26357,0.00388675,0.00388675,0.00388675
249,5654.9,0.65997,0.48563,1.15473,0.92182,0.83155,0.92853,0.70668,0.72902,0.45357,1.26345,0.003862,0.003862,0.003862
250,5677.54,0.65027,0.47745,1.14475,0.92202,0.8316,0.92877,0.70722,0.72869,0.45333,1.26304,0.00383725,0.00383725,0.00383725
251,5700.17,0.65146,0.48484,1.14604,0.92214,0.83151,0.92886,0.70644,0.72875,0.45305,1.26314,0.0038125,0.0038125,0.0038125
252,5722.81,0.64535,0.47902,1.14417,0.92172,0.83152,0.92884,0.70782,0.72853,0.45297,1.26284,0.00378775,0.00378775,0.00378775
253,5745.38,0.64872,0.47942,1.14169,0.9112,0.83379,0.92834,0.70716,0.72831,0.45299,1.26251,0.003763,0.003763,0.003763
254,5767.97,0.65232,0.48263,1.14818,0.91079,0.83384,0.92832,0.70573,0.72807,0.45217,1.26227,0.00373825,0.00373825,0.00373825
255,5790.57,0.6481,0.47884,1.14571,0.91049,0.83389,0.92856,0.70608,0.72781,0.45205,1.26206,0.0037135,0.0037135,0.0037135
256,5813.15,0.65087,0.47277,1.14113,0.90986,0.83393,0.92851,0.7063,0.72771,0.45177,1.26196,0.00368875,0.00368875,0.00368875
257,5835.82,0.64259,0.47111,1.14022,0.91364,0.83254,0.92837,0.70588,0.7274,0.45207,1.26156,0.003664,0.003664,0.003664
258,5858.46,0.64297,0.47332,1.13782,0.91184,0.83369,0.92815,0.70619,0.72699,0.45194,1.26112,0.00363925,0.00363925,0.00363925
259,5881.07,0.63516,0.47127,1.13845,0.91027,0.8342,0.92803,0.7063,0.72659,0.45195,1.26053,0.0036145,0.0036145,0.0036145
260,5903.71,0.64388,0.47926,1.14309,0.84072,0.90285,0.92795,0.70605,0.72648,0.45155,1.26042,0.00358975,0.00358975,0.00358975
261,5926.33,0.64688,0.4735,1.14568,0.84112,0.903,0.92785,0.70818,0.72584,0.45168,1.25967,0.003565,0.003565,0.003565
262,5948.94,0.64219,0.47055,1.13889,0.84105,0.90321,0.9272,0.70566,0.7259,0.4515,1.25967,0.00354025,0.00354025,0.00354025
263,5971.57,0.63905,0.47034,1.13816,0.84072,0.90428,0.92779,0.70759,0.72554,0.45172,1.25935,0.0035155,0.0035155,0.0035155
264,5994.2,0.63734,0.46975,1.13718,0.84094,0.90499,0.92711,0.70847,0.72555,0.45182,1.25926,0.00349075,0.00349075,0.00349075
265,6016.85,0.63668,0.46466,1.13346,0.84117,0.90495,0.92678,0.70611,0.72535,0.45119,1.25895,0.003466,0.003466,0.003466
266,6039.5,0.63685,0.46763,1.13654,0.84188,0.90407,0.92689,0.70665,0.72514,0.45156,1.25864,0.00344125,0.00344125,0.00344125
267,6062.11,0.63451,0.46426,1.13652,0.84201,0.90386,0.92678,0.70769,0.72496,0.45161,1.2584,0.0034165,0.0034165,0.0034165
268,6084.76,0.64721,0.4716,1.14089,0.84252,0.90348,0.92736,0.70775,0.72442,0.45143,1.25781,0.00339175,0.00339175,0.00339175
269,6107.43,0.62739,0.46488,1.13146,0.84298,0.90336,0.92722,0.70729,0.72449,0.45082,1.25788,0.003367,0.003367,0.003367
270,6130.1,0.62771,0.46469,1.12883,0.84334,0.90291,0.9272,0.70782,0.72412,0.4501,1.25752,0.00334225,0.00334225,0.00334225
271,6152.65,0.63173,0.46636,1.13148,0.84404,0.90318,0.92719,0.70865,0.72393,0.45,1.25729,0.0033175,0.0033175,0.0033175
272,6175.24,0.63813,0.45824,1.13642,0.84558,0.90161,0.92751,0.70967,0.72355,0.45024,1.25682,0.00329275,0.00329275,0.00329275
273,6197.88,0.62673,0.45826,1.12885,0.84578,0.90137,0.92758,0.70943,0.72317,0.45046,1.25626,0.003268,0.003268,0.003268
274,6220.5,0.62848,0.46,1.1287,0.84589,0.90142,0.92752,0.70954,0.72303,0.45,1.25593,0.00324325,0.00324325,0.00324325
275,6243.18,0.62553,0.45538,1.13056,0.84601,0.901,0.92755,0.71099,0.72258,0.44978,1.25556,0.0032185,0.0032185,0.0032185
276,6265.81,0.61971,0.45465,1.12545,0.8509,0.89172,0.92759,0.71008,0.7228,0.44972,1.25569,0.00319375,0.00319375,0.00319375
277,6288.41,0.62715,0.45888,1.1354,0.85077,0.89147,0.92741,0.70995,0.72267,0.44996,1.25537,0.003169,0.003169,0.003169
278,6311.01,0.61891,0.45306,1.12607,0.85128,0.89189,0.92736,0.71095,0.72247,0.44936,1.25503,0.00314425,0.00314425,0.00314425
279,6333.58,0.62275,0.45854,1.13265,0.85186,0.89173,0.92733,0.71134,0.72207,0.44955,1.25467,0.0031195,0.0031195,0.0031195
280,6356.24,0.62728,0.46126,1.13203,0.85339,0.89164,0.92757,0.7118,0.72223,0.44906,1.25465,0.00309475,0.00309475,0.00309475
281,6378.91,0.62564,0.46,1.12516,0.85562,0.89157,0.92761,0.71345,0.722,0.44907,1.25441,0.00307,0.00307,0.00307
282,6401.5,0.61279,0.45025,1.12215,0.85672,0.89176,0.92754,0.71423,0.72166,0.4491,1.2541,0.00304525,0.00304525,0.00304525
283,6424.12,0.61987,0.45785,1.12594,0.86603,0.88398,0.92849,0.71421,0.7216,0.44879,1.25395,0.0030205,0.0030205,0.0030205
284,6446.75,0.61937,0.45114,1.12369,0.87078,0.88044,0.92845,0.71418,0.72119,0.44834,1.25348,0.00299575,0.00299575,0.00299575
285,6469.37,0.61958,0.45758,1.12778,0.86968,0.87973,0.92844,0.71353,0.72096,0.44806,1.25316,0.002971,0.002971,0.002971
286,6492,0.61257,0.44217,1.12296,0.8684,0.88133,0.92844,0.713,0.72091,0.44855,1.25314,0.00294625,0.00294625,0.00294625
287,6514.58,0.60837,0.44569,1.12044,0.86746,0.88241,0.9284,0.71463,0.72058,0.44797,1.25289,0.0029215,0.0029215,0.0029215
288,6537.14,0.61327,0.44791,1.11654,0.86672,0.88201,0.92836,0.71429,0.72063,0.44757,1.25284,0.00289675,0.00289675,0.00289675
289,6559.7,0.6118,0.44797,1.11769,0.86338,0.89208,0.92794,0.714,0.72052,0.44763,1.25256,0.002872,0.002872,0.002872
290,6582.35,0.60945,0.44678,1.11786,0.86495,0.89131,0.928,0.71326,0.72048,0.44742,1.25248,0.00284725,0.00284725,0.00284725
291,6604.99,0.60026,0.43937,1.11427,0.86483,0.89075,0.92776,0.71391,0.72028,0.44744,1.25201,0.0028225,0.0028225,0.0028225
292,6627.58,0.61197,0.4425,1.11439,0.86375,0.87884,0.92783,0.7137,0.72026,0.44736,1.25178,0.00279775,0.00279775,0.00279775
293,6650.2,0.61267,0.44389,1.11729,0.86672,0.87507,0.92796,0.71322,0.72014,0.44703,1.25164,0.002773,0.002773,0.002773
294,6672.82,0.60128,0.43383,1.11131,0.87319,0.87402,0.92848,0.71359,0.71982,0.44677,1.25147,0.00274825,0.00274825,0.00274825
295,6695.47,0.59993,0.43915,1.11472,0.87245,0.87438,0.92861,0.71437,0.71998,0.44649,1.25135,0.0027235,0.0027235,0.0027235
296,6718.09,0.60147,0.43779,1.11599,0.8691,0.87485,0.9279,0.7148,0.71988,0.44629,1.25141,0.00269875,0.00269875,0.00269875
297,6740.7,0.60472,0.43871,1.11262,0.8674,0.87542,0.92733,0.71242,0.71984,0.44632,1.25133,0.002674,0.002674,0.002674
298,6763.33,0.59359,0.43052,1.1054,0.86694,0.87578,0.92764,0.71393,0.71973,0.44672,1.25116,0.00264925,0.00264925,0.00264925
299,6785.97,0.60038,0.43319,1.11218,0.87454,0.87532,0.92763,0.71236,0.71932,0.44672,1.25071,0.0026245,0.0026245,0.0026245
300,6808.5,0.59544,0.43249,1.11207,0.8735,0.87647,0.92828,0.71238,0.71936,0.44658,1.25059,0.00259975,0.00259975,0.00259975
301,6831.1,0.60073,0.44128,1.11295,0.86705,0.87831,0.92819,0.71236,0.71904,0.44635,1.25037,0.002575,0.002575,0.002575
302,6853.73,0.59203,0.43112,1.10739,0.89156,0.85557,0.92792,0.71231,0.71899,0.44627,1.25029,0.00255025,0.00255025,0.00255025
303,6876.36,0.59037,0.4275,1.10761,0.86427,0.87868,0.92787,0.71231,0.7187,0.44656,1.25004,0.0025255,0.0025255,0.0025255
304,6898.98,0.5913,0.43052,1.10644,0.86374,0.87877,0.92773,0.71253,0.71824,0.4467,1.24963,0.00250075,0.00250075,0.00250075
305,6921.58,0.59817,0.43397,1.10935,0.86821,0.87808,0.9273,0.71176,0.71828,0.4471,1.24974,0.002476,0.002476,0.002476
306,6944.27,0.59196,0.43043,1.10736,0.87443,0.87841,0.92846,0.71318,0.71795,0.44693,1.24945,0.00245125,0.00245125,0.00245125
307,6966.91,0.59691,0.4353,1.10744,0.88352,0.8648,0.92829,0.71321,0.71779,0.44688,1.24926,0.0024265,0.0024265,0.0024265
308,6989.55,0.59559,0.43677,1.10658,0.88308,0.86624,0.92774,0.71264,0.71749,0.44671,1.24883,0.00240175,0.00240175,0.00240175
309,7012.2,0.58389,0.4223,1.1026,0.88231,0.87046,0.92784,0.71222,0.71717,0.44651,1.24856,0.002377,0.002377,0.002377
310,7034.82,0.58866,0.42722,1.10364,0.88126,0.87413,0.92793,0.71295,0.71717,0.44669,1.2485,0.00235225,0.00235225,0.00235225
311,7057.4,0.58456,0.42158,1.10399,0.87958,0.87642,0.92794,0.71235,0.71684,0.44715,1.24816,0.0023275,0.0023275,0.0023275
312,7079.99,0.58201,0.42092,1.09843,0.87949,0.87693,0.92786,0.71186,0.71693,0.44695,1.2481,0.00230275,0.00230275,0.00230275
313,7102.6,0.5864,0.42269,1.10096,0.87785,0.87867,0.92705,0.71255,0.71668,0.447,1.2479,0.002278,0.002278,0.002278
314,7125.26,0.58529,0.42787,1.10642,0.8772,0.88047,0.92766,0.71148,0.71643,0.44699,1.24766,0.00225325,0.00225325,0.00225325
315,7147.88,0.58333,0.41959,1.09943,0.87685,0.88043,0.92717,0.71247,0.7161,0.44668,1.24726,0.0022285,0.0022285,0.0022285
316,7170.46,0.58959,0.42648,1.10469,0.87771,0.87945,0.92785,0.71285,0.71568,0.44659,1.24688,0.00220375,0.00220375,0.00220375
317,7193.07,0.58148,0.42995,1.09884,0.87889,0.88026,0.92794,0.71373,0.71547,0.44669,1.24676,0.002179,0.002179,0.002179
318,7215.66,0.57384,0.41501,1.09654,0.8789,0.88044,0.92796,0.71277,0.71523,0.44735,1.24654,0.00215425,0.00215425,0.00215425
319,7238.27,0.58255,0.4164,1.10265,0.87953,0.87942,0.92782,0.71234,0.71502,0.44751,1.24648,0.0021295,0.0021295,0.0021295
320,7260.92,0.57965,0.41643,1.09727,0.88023,0.87906,0.92773,0.71124,0.71492,0.44736,1.24641,0.00210475,0.00210475,0.00210475
321,7283.59,0.56994,0.4189,1.09362,0.88048,0.8782,0.92697,0.71132,0.71477,0.44774,1.24611,0.00208,0.00208,0.00208
322,7306.23,0.57194,0.40999,1.08991,0.88053,0.87834,0.92699,0.71117,0.71459,0.44782,1.24594,0.00205525,0.00205525,0.00205525
323,7328.84,0.57392,0.41928,1.09605,0.88104,0.87953,0.92709,0.71154,0.71453,0.44793,1.24565,0.0020305,0.0020305,0.0020305
324,7351.43,0.57395,0.40984,1.09581,0.88116,0.87934,0.92718,0.71058,0.71455,0.44796,1.24576,0.00200575,0.00200575,0.00200575
325,7374.08,0.57231,0.41518,1.0932,0.88115,0.8797,0.92714,0.71101,0.71452,0.44818,1.24579,0.001981,0.001981,0.001981
326,7396.7,0.56834,0.40861,1.0938,0.88153,0.87973,0.92744,0.71109,0.71454,0.4486,1.24572,0.00195625,0.00195625,0.00195625
327,7419.32,0.57307,0.41083,1.09038,0.88137,0.87998,0.92775,0.71273,0.71424,0.44852,1.24567,0.0019315,0.0019315,0.0019315
328,7441.93,0.57304,0.41817,1.09815,0.8816,0.87925,0.92754,0.71132,0.71425,0.44883,1.2457,0.00190675,0.00190675,0.00190675
329,7464.6,0.56976,0.40565,1.09527,0.88134,0.87909,0.92756,0.71148,0.71415,0.44901,1.24549,0.001882,0.001882,0.001882
330,7487.25,0.56735,0.41599,1.09327,0.88154,0.87897,0.9274,0.71154,0.71419,0.44916,1.24552,0.00185725,0.00185725,0.00185725
331,7509.86,0.57202,0.41366,1.09849,0.88167,0.87835,0.92737,0.71247,0.71426,0.44911,1.24541,0.0018325,0.0018325,0.0018325
332,7532.44,0.56655,0.40908,1.08836,0.88198,0.87835,0.92727,0.71095,0.71425,0.44922,1.24526,0.00180775,0.00180775,0.00180775
333,7555.06,0.56305,0.40747,1.0917,0.88205,0.87842,0.92735,0.71255,0.71413,0.44949,1.24505,0.001783,0.001783,0.001783
334,7577.66,0.56204,0.40277,1.0885,0.88123,0.87819,0.92607,0.71155,0.71409,0.44974,1.24511,0.00175825,0.00175825,0.00175825
335,7600.29,0.55608,0.40394,1.08546,0.88143,0.87811,0.9266,0.71141,0.71427,0.44989,1.24493,0.0017335,0.0017335,0.0017335
336,7622.91,0.56064,0.40075,1.08895,0.88132,0.8783,0.92644,0.71111,0.71381,0.45036,1.24467,0.00170875,0.00170875,0.00170875
337,7645.56,0.56016,0.4052,1.08598,0.88122,0.87929,0.92645,0.71123,0.71382,0.45022,1.24468,0.001684,0.001684,0.001684
338,7668.27,0.55509,0.40198,1.08382,0.88108,0.8802,0.92636,0.71179,0.71385,0.45019,1.24487,0.00165925,0.00165925,0.00165925
339,7690.89,0.56204,0.40549,1.08765,0.88092,0.88053,0.9258,0.7109,0.71374,0.45009,1.24492,0.0016345,0.0016345,0.0016345
340,7713.52,0.56696,0.40552,1.08942,0.88099,0.88017,0.92634,0.71115,0.71396,0.4498,1.24529,0.00160975,0.00160975,0.00160975
341,7736.14,0.55982,0.4016,1.09033,0.88118,0.8798,0.92553,0.71051,0.71411,0.44966,1.24563,0.001585,0.001585,0.001585
342,7758.78,0.55235,0.3947,1.08337,0.88197,0.87939,0.92558,0.71108,0.7142,0.45042,1.24571,0.00156025,0.00156025,0.00156025
343,7781.35,0.55543,0.40124,1.0858,0.88315,0.881,0.92652,0.71237,0.71464,0.45035,1.24604,0.0015355,0.0015355,0.0015355
344,7803.97,0.54333,0.39418,1.0807,0.88306,0.88113,0.92577,0.71147,0.71469,0.45048,1.24598,0.00151075,0.00151075,0.00151075
345,7826.58,0.5479,0.39588,1.08329,0.88354,0.88109,0.92577,0.71198,0.71493,0.45064,1.24616,0.001486,0.001486,0.001486
346,7849.29,0.5534,0.39399,1.08194,0.88342,0.88078,0.92662,0.71294,0.71494,0.4508,1.24628,0.00146125,0.00146125,0.00146125
347,7871.91,0.5529,0.39617,1.07883,0.88352,0.88112,0.92639,0.71263,0.71495,0.45065,1.2461,0.0014365,0.0014365,0.0014365
348,7894.52,0.54603,0.3893,1.08354,0.88349,0.8814,0.92542,0.7128,0.71474,0.45115,1.24563,0.00141175,0.00141175,0.00141175
349,7917.33,0.54479,0.39353,1.07813,0.88324,0.88124,0.92593,0.71203,0.71485,0.45103,1.24581,0.001387,0.001387,0.001387
350,7940.06,0.53934,0.38982,1.07857,0.88317,0.88121,0.92582,0.71237,0.71474,0.4513,1.24572,0.00136225,0.00136225,0.00136225
351,7962.88,0.54614,0.39233,1.07848,0.88308,0.88272,0.92596,0.71174,0.7151,0.45187,1.246,0.0013375,0.0013375,0.0013375
352,7986.1,0.53358,0.38881,1.07205,0.8854,0.88486,0.92795,0.7123,0.71506,0.45177,1.24601,0.00131275,0.00131275,0.00131275
353,8008.71,0.54539,0.39133,1.0807,0.88528,0.88469,0.92781,0.71181,0.71513,0.45177,1.246,0.001288,0.001288,0.001288
354,8031.3,0.53528,0.38911,1.07477,0.88515,0.88435,0.92767,0.71257,0.71525,0.45236,1.24609,0.00126325,0.00126325,0.00126325
355,8053.82,0.54043,0.39109,1.07946,0.88521,0.88476,0.92779,0.71253,0.71562,0.45272,1.24635,0.0012385,0.0012385,0.0012385
356,8076.37,0.54471,0.3924,1.07636,0.88521,0.88534,0.92775,0.71272,0.71563,0.45265,1.24663,0.00121375,0.00121375,0.00121375
357,8099.21,0.54235,0.39396,1.0788,0.88509,0.88541,0.92752,0.71266,0.71564,0.45267,1.24663,0.001189,0.001189,0.001189
358,8122.09,0.53513,0.38665,1.07043,0.88468,0.88488,0.9278,0.71287,0.71575,0.45276,1.24656,0.00116425,0.00116425,0.00116425
359,8144.92,0.53534,0.38709,1.07165,0.88417,0.88529,0.92768,0.71268,0.71602,0.45244,1.24685,0.0011395,0.0011395,0.0011395
360,8167.7,0.52815,0.3822,1.07094,0.88576,0.88657,0.92867,0.71155,0.71601,0.45254,1.24677,0.00111475,0.00111475,0.00111475
361,8190.52,0.53235,0.37996,1.07206,0.88531,0.88606,0.9286,0.71294,0.71584,0.45223,1.24654,0.00109,0.00109,0.00109
362,8213.36,0.53288,0.38546,1.07221,0.88527,0.88565,0.92863,0.71261,0.71619,0.45254,1.24678,0.00106525,0.00106525,0.00106525
363,8236.13,0.53009,0.37631,1.06629,0.88516,0.88582,0.92861,0.71224,0.71617,0.45248,1.2467,0.0010405,0.0010405,0.0010405
364,8258.94,0.53381,0.37807,1.07166,0.88491,0.8864,0.92857,0.71224,0.71627,0.45304,1.24674,0.00101575,0.00101575,0.00101575
365,8281.76,0.53619,0.37964,1.07207,0.8792,0.88293,0.92838,0.71065,0.71654,0.4538,1.2471,0.000991,0.000991,0.000991
366,8304.57,0.51879,0.37374,1.0614,0.87909,0.88305,0.92843,0.71184,0.71636,0.45349,1.24682,0.00096625,0.00096625,0.00096625
367,8327.36,0.5253,0.3775,1.06495,0.87836,0.88285,0.92838,0.71077,0.71671,0.45382,1.24727,0.0009415,0.0009415,0.0009415
368,8350.11,0.5251,0.37773,1.0676,0.87805,0.88252,0.92827,0.71085,0.71673,0.45417,1.24725,0.00091675,0.00091675,0.00091675
